dia,stock
135.0,94
136.0,92
137.0,87
138.0,83
139.0,76
140.0,70
141.0,66
142.0,63
143.0,57
144.0,191
145.0,187
146.0,186
147.0,182
148.0,181
149.0,179
150.0,177
151.0,172
152.0,164
153.0,162
154.0,157
155.0,155
156.0,150
157.0,144
158.0,142
159.0,140
160.0,136
161.0,130
162.0,128
163.0,125
164.0,120
165.0,113
166.0,107
167.0,106
168.0,102
169.0,99
170.0,95
171.0,88
172.0,81
173.0,77
174.0,75
175.0,71
176.0,66
177.0,58
178.0,57
179.0,190
180.0,187
181.0,180
182.0,177
183.0,171
184.0,165
185.0,161
186.0,159
187.0,151
188.0,147
189.0,140
190.0,137
191.0,135
192.0,133
193.0,126
194.0,124
195.0,122
196.0,121
197.0,116
198.0,111
199.0,103
200.0,101
201.0,100
202.0,95
203.0,91
204.0,86
205.0,83
206.0,83
207.0,76
208.0,75
209.0,72
210.0,67
211.0,63
212.0,58
213.0,195
214.0,192
215.0,186
216.0,182
217.0,175
218.0,167
219.0,162
220.0,159
221.0,155
222.0,149
223.0,146
224.0,139
225.0,133
226.0,128
227.0,127
228.0,120
229.0,114
230.0,107
231.0,102
232.0,99
233.0,95
234.0,92
235.0,90
236.0,86
237.0,80
238.0,74
239.0,71
240.0,64
241.0,59
242.0,56
243.0,193
244.0,188
245.0,184
246.0,184
247.0,181
248.0,178
249.0,171
250.0,168
251.0,163
252.0,160
253.0,153
254.0,150
255.0,144
256.0,140
257.0,137
258.0,130
259.0,122
260.0,114
261.0,107
262.0,103
263.0,98
264.0,92
265.0,85
266.0,81
267.0,75
268.0,73
269.0,71
270.0,65
271.0,60
272.0,57
273.0,48
274.0,184
275.0,181
276.0,176
277.0,173
278.0,171
279.0,163
280.0,157
281.0,152
282.0,144
283.0,138
284.0,134
285.0,128
286.0,123
287.0,120
288.0,117
289.0,110
290.0,107
291.0,101
292.0,91
293.0,87
294.0,83
295.0,78
296.0,75
297.0,72
298.0,69
299.0,64
300.0,62
301.0,57
302.0,52
303.0,189
304.0,182
305.0,176
306.0,174
307.0,169
308.0,165
309.0,156
310.0,151
311.0,146
312.0,144
313.0,134
314.0,130
315.0,128
316.0,120
317.0,116
318.0,109
319.0,107
320.0,103
321.0,98
322.0,96
323.0,91
324.0,81
325.0,77
326.0,69
327.0,67
328.0,60
329.0,55
330.0,53
331.0,185
332.0,178
333.0,173
334.0,170
335.0,166
336.0,157
337.0,151
338.0,144
339.0,140
340.0,139
341.0,133
342.0,125
343.0,118
344.0,115
345.0,105
346.0,102
347.0,97
348.0,93
349.0,87
350.0,80
351.0,73
352.0,69
353.0,59
354.0,57
355.0,192
356.0,189
357.0,184
358.0,178
359.0,177
360.0,175
361.0,172
362.0,169
363.0,168
364.0,163
365.0,159
0.0,200
1.0,198
2.0,191
3.0,189
4.0,184
5.0,180
6.0,175
7.0,169
8.0,161
9.0,156
10.0,153
11.0,149
12.0,143
13.0,138
14.0,132
15.0,121
16.0,111
17.0,107
18.0,103
19.0,97
20.0,94
21.0,92
22.0,88
23.0,83
24.0,75
25.0,70
26.0,69
27.0,63
28.0,57
29.0,48
30.0,184
31.0,182
32.0,180
33.0,172
34.0,168
35.0,159
36.0,155
37.0,150
38.0,142
39.0,134
40.0,132
41.0,127
42.0,124
43.0,117
44.0,114
45.0,109
46.0,102
47.0,100
48.0,96
49.0,91
50.0,85
51.0,80
52.0,75
53.0,67
54.0,60
55.0,57
56.0,51
57.0,188
58.0,184
59.0,180
60.0,174
61.0,170
62.0,167
63.0,166
64.0,161
65.0,156
66.0,149
67.0,146
68.0,144
69.0,138
70.0,134
71.0,131
72.0,130
73.0,123
74.0,118
75.0,113
76.0,107
77.0,102
78.0,99
79.0,95
80.0,94
81.0,90
82.0,83
83.0,77
84.0,72
85.0,67
86.0,60
87.0,54
88.0,48
89.0,186
90.0,184
91.0,182
92.0,181
93.0,179
94.0,172
95.0,169
96.0,161
97.0,153
98.0,147
99.0,146
100.0,142
101.0,139
102.0,136
103.0,133
104.0,125
105.0,118
106.0,113
107.0,103
108.0,100
109.0,99
110.0,94
111.0,91
112.0,90
113.0,87
114.0,83
115.0,77
116.0,74
117.0,68
118.0,64
119.0,62
120.0,51
121.0,43
122.0,177
123.0,167
124.0,162
125.0,158
126.0,152
127.0,148
128.0,142
129.0,139
130.0,137
131.0,130
132.0,126
133.0,121
134.0,119
135.0,115
136.0,110
137.0,105
138.0,103
139.0,102
140.0,99
141.0,97
142.0,92
143.0,89
144.0,83
145.0,81
146.0,70
147.0,66
148.0,62
149.0,55
150.0,47
151.0,181
152.0,179
153.0,172
154.0,167
155.0,161
156.0,155
157.0,147
158.0,141
159.0,136
160.0,126
161.0,124
162.0,121
163.0,112
164.0,106
165.0,104
166.0,100
167.0,96
168.0,91
169.0,83
170.0,77
171.0,72
172.0,70
173.0,66
174.0,65
175.0,63
176.0,58
177.0,198
178.0,196
179.0,191
180.0,187
181.0,180
182.0,176
183.0,168
184.0,163
185.0,157
186.0,156
187.0,149
188.0,144
189.0,136
190.0,132
191.0,125
192.0,121
193.0,118
194.0,115
195.0,104
196.0,99
197.0,96
198.0,91
199.0,88
200.0,83
201.0,79
202.0,77
203.0,71
204.0,67
205.0,63
206.0,59
207.0,52
208.0,188
209.0,181
210.0,174
211.0,170
212.0,163
213.0,158
214.0,156
215.0,148
216.0,145
217.0,141
218.0,133
219.0,129
220.0,125
221.0,121
222.0,117
223.0,109
224.0,106
225.0,103
226.0,98
227.0,98
228.0,94
229.0,90
230.0,86
231.0,79
232.0,72
233.0,67
234.0,63
235.0,60
236.0,55
237.0,191
238.0,190
239.0,188
240.0,181
241.0,175
242.0,172
243.0,163
244.0,158
245.0,152
246.0,148
247.0,145
248.0,141
249.0,138
250.0,135
251.0,131
252.0,124
253.0,122
254.0,119
255.0,113
256.0,106
257.0,100
258.0,93
259.0,89
260.0,87
261.0,84
262.0,80
263.0,77
264.0,77
265.0,73
266.0,69
267.0,64
268.0,61
269.0,54
270.0,46
271.0,182
272.0,181
273.0,174
274.0,167
275.0,162
276.0,151
277.0,148
278.0,144
279.0,135
280.0,132
281.0,128
282.0,121
283.0,114
284.0,110
285.0,107
286.0,100
287.0,95
288.0,90
289.0,83
290.0,80
291.0,75
292.0,72
293.0,68
294.0,65
295.0,59
296.0,196
297.0,188
298.0,182
299.0,177
300.0,173
301.0,168
302.0,163
303.0,160
304.0,152
305.0,147
306.0,136
307.0,127
308.0,124
309.0,123
310.0,118
311.0,113
312.0,110
313.0,106
314.0,98
315.0,92
316.0,86
317.0,85
318.0,77
319.0,73
320.0,67
321.0,64
322.0,59
323.0,51
324.0,44
325.0,181
326.0,176
327.0,172
328.0,167
329.0,163
330.0,159
331.0,152
332.0,148
333.0,142
334.0,135
335.0,127
336.0,123
337.0,115
338.0,107
339.0,101
340.0,96
341.0,91
342.0,89
343.0,87
344.0,84
345.0,81
346.0,74
347.0,70
348.0,66
349.0,65
350.0,59
351.0,52
352.0,189
353.0,186
354.0,184
355.0,179
356.0,173
357.0,170
358.0,167
359.0,164
360.0,157
361.0,147
362.0,142
363.0,136
364.0,127
365.0,123
0.0,200
1.0,194
2.0,191
3.0,189
4.0,181
5.0,174
6.0,170
7.0,162
8.0,157
9.0,151
10.0,144
11.0,140
12.0,136
13.0,132
14.0,123
15.0,121
16.0,116
17.0,115
18.0,113
19.0,112
20.0,107
21.0,104
22.0,102
23.0,97
24.0,91
25.0,85
26.0,77
27.0,71
28.0,67
29.0,60
30.0,56
31.0,193
32.0,186
33.0,180
34.0,174
35.0,173
36.0,164
37.0,159
38.0,152
39.0,146
40.0,141
41.0,137
42.0,130
43.0,125
44.0,123
45.0,120
46.0,117
47.0,110
48.0,109
49.0,107
50.0,101
51.0,95
52.0,90
53.0,84
54.0,82
55.0,78
56.0,73
57.0,67
58.0,63
59.0,60
60.0,56
61.0,190
62.0,188
63.0,181
64.0,173
65.0,165
66.0,161
67.0,153
68.0,148
69.0,143
70.0,137
71.0,132
72.0,128
73.0,124
74.0,118
75.0,115
76.0,112
77.0,106
78.0,101
79.0,97
80.0,93
81.0,88
82.0,82
83.0,79
84.0,67
85.0,66
86.0,62
87.0,57
88.0,191
89.0,183
90.0,179
91.0,176
92.0,172
93.0,165
94.0,161
95.0,158
96.0,154
97.0,149
98.0,148
99.0,145
100.0,140
101.0,132
102.0,129
103.0,122
104.0,116
105.0,109
106.0,104
107.0,98
108.0,95
109.0,91
110.0,90
111.0,82
112.0,78
113.0,73
114.0,65
115.0,64
116.0,60
117.0,56
118.0,194
119.0,188
120.0,182
121.0,182
122.0,176
123.0,174
124.0,170
125.0,164
126.0,162
127.0,155
128.0,149
129.0,145
130.0,134
131.0,128
132.0,125
133.0,120
134.0,113
135.0,107
136.0,99
137.0,95
138.0,89
139.0,82
140.0,76
141.0,69
142.0,67
143.0,63
144.0,54
145.0,191
146.0,185
147.0,182
148.0,178
149.0,167
150.0,165
151.0,159
152.0,147
153.0,138
154.0,131
155.0,125
156.0,119
157.0,115
158.0,104
159.0,99
160.0,97
161.0,89
162.0,85
163.0,80
164.0,76
165.0,70
166.0,67
167.0,63
168.0,61
169.0,58
170.0,192
171.0,185
172.0,179
173.0,171
174.0,163
175.0,160
176.0,157
177.0,149
178.0,143
179.0,140
180.0,136
181.0,131
182.0,121
183.0,111
184.0,107
185.0,103
186.0,96
187.0,88
188.0,77
189.0,71
190.0,67
191.0,62
192.0,59
193.0,55
194.0,49
195.0,187
196.0,183
197.0,176
198.0,173
199.0,170
200.0,166
201.0,161
202.0,158
203.0,152
204.0,147
205.0,140
206.0,131
207.0,125
208.0,117
209.0,115
210.0,112
211.0,108
212.0,100
213.0,94
214.0,84
215.0,78
216.0,76
217.0,72
218.0,65
219.0,62
220.0,59
221.0,194
222.0,189
223.0,185
224.0,181
225.0,172
226.0,162
227.0,155
228.0,154
229.0,146
230.0,142
231.0,137
232.0,130
233.0,128
234.0,125
235.0,117
236.0,113
237.0,107
238.0,101
239.0,93
240.0,90
241.0,82
242.0,77
243.0,74
244.0,69
245.0,66
246.0,61
247.0,58
248.0,190
249.0,182
250.0,175
251.0,173
252.0,168
253.0,164
254.0,155
255.0,149
256.0,144
257.0,138
258.0,132
259.0,121
260.0,116
261.0,111
262.0,103
263.0,99
264.0,94
265.0,88
266.0,83
267.0,79
268.0,74
269.0,66
270.0,63
271.0,55
272.0,191
273.0,183
274.0,176
275.0,172
276.0,167
277.0,163
278.0,161
279.0,161
280.0,155
281.0,149
282.0,145
283.0,136
284.0,131
285.0,131
286.0,124
287.0,119
288.0,119
289.0,114
290.0,109
291.0,104
292.0,97
293.0,92
294.0,87
295.0,79
296.0,75
297.0,68
298.0,64
299.0,57
300.0,193
301.0,188
302.0,186
303.0,183
304.0,176
305.0,172
306.0,167
307.0,162
308.0,159
309.0,154
310.0,154
311.0,145
312.0,141
313.0,132
314.0,129
315.0,120
316.0,112
317.0,106
318.0,103
319.0,101
320.0,94
321.0,84
322.0,76
323.0,72
324.0,69
325.0,62
326.0,55
327.0,50
328.0,182
329.0,175
330.0,165
331.0,158
332.0,155
333.0,149
334.0,143
335.0,138
336.0,136
337.0,130
338.0,121
339.0,115
340.0,112
341.0,108
342.0,101
343.0,93
344.0,87
345.0,84
346.0,78
347.0,73
348.0,69
349.0,64
350.0,59
351.0,53
352.0,187
353.0,181
354.0,178
355.0,172
356.0,164
357.0,157
358.0,156
359.0,152
360.0,152
361.0,147
362.0,137
363.0,133
364.0,128
365.0,125
0.0,200
1.0,195
2.0,191
3.0,182
4.0,179
5.0,175
6.0,169
7.0,161
8.0,155
9.0,150
10.0,146
11.0,140
12.0,133
13.0,125
14.0,120
15.0,119
16.0,114
17.0,111
18.0,102
19.0,96
20.0,93
21.0,89
22.0,85
23.0,84
24.0,76
25.0,73
26.0,68
27.0,66
28.0,63
29.0,59
30.0,54
31.0,189
32.0,186
33.0,183
34.0,178
35.0,173
36.0,170
37.0,166
38.0,159
39.0,148
40.0,142
41.0,139
42.0,132
43.0,130
44.0,123
45.0,120
46.0,114
47.0,109
48.0,103
49.0,99
50.0,91
51.0,88
52.0,84
53.0,77
54.0,74
55.0,66
56.0,62
57.0,55
58.0,53
59.0,45
60.0,182
61.0,180
62.0,176
63.0,169
64.0,165
65.0,159
66.0,153
67.0,145
68.0,142
69.0,138
70.0,131
71.0,127
72.0,123
73.0,114
74.0,109
75.0,104
76.0,97
77.0,92
78.0,89
79.0,86
80.0,77
81.0,70
82.0,62
83.0,55
84.0,50
85.0,182
86.0,176
87.0,173
88.0,166
89.0,157
90.0,153
91.0,146
92.0,139
93.0,134
94.0,128
95.0,126
96.0,119
97.0,117
98.0,110
99.0,101
100.0,98
101.0,92
102.0,87
103.0,79
104.0,74
105.0,67
106.0,64
107.0,55
108.0,52
109.0,49
110.0,185
111.0,180
112.0,174
113.0,166
114.0,163
115.0,160
116.0,156
117.0,152
118.0,148
119.0,143
120.0,136
121.0,131
122.0,126
123.0,122
124.0,119
125.0,116
126.0,111
127.0,108
128.0,106
129.0,100
130.0,94
131.0,90
132.0,84
133.0,77
134.0,71
135.0,69
136.0,67
137.0,63
138.0,56
139.0,52
140.0,188
141.0,183
142.0,181
143.0,173
144.0,168
145.0,159
146.0,154
147.0,152
148.0,150
149.0,144
150.0,138
151.0,135
152.0,131
153.0,126
154.0,122
155.0,115
156.0,110
157.0,108
158.0,105
159.0,100
160.0,91
161.0,84
162.0,80
163.0,75
164.0,69
165.0,65
166.0,58
167.0,51
168.0,187
169.0,182
170.0,179
171.0,176
172.0,174
173.0,170
174.0,165
175.0,156
176.0,153
177.0,148
178.0,140
179.0,134
180.0,129
181.0,124
182.0,122
183.0,118
184.0,108
185.0,104
186.0,99
187.0,93
188.0,89
189.0,85
190.0,75
191.0,70
192.0,64
193.0,57
194.0,54
195.0,184
196.0,174
197.0,171
198.0,166
199.0,160
200.0,153
201.0,150
202.0,145
203.0,139
204.0,134
205.0,128
206.0,123
207.0,117
208.0,110
209.0,103
210.0,98
211.0,91
212.0,85
213.0,79
214.0,74
215.0,71
216.0,62
217.0,56
218.0,55
219.0,193
220.0,189
221.0,186
222.0,178
223.0,177
224.0,176
225.0,170
226.0,166
227.0,159
228.0,157
229.0,152
230.0,143
231.0,136
232.0,131
233.0,125
234.0,120
235.0,118
236.0,114
237.0,109
238.0,102
239.0,98
240.0,91
241.0,86
242.0,82
243.0,73
244.0,69
245.0,66
246.0,59
247.0,53
248.0,190
249.0,184
250.0,180
251.0,177
252.0,169
253.0,165
254.0,161
255.0,159
256.0,153
257.0,145
258.0,141
259.0,135
260.0,127
261.0,122
262.0,117
263.0,113
264.0,103
265.0,95
266.0,88
267.0,85
268.0,80
269.0,77
270.0,70
271.0,65
272.0,63
273.0,58
274.0,54
275.0,187
276.0,182
277.0,172
278.0,163
279.0,159
280.0,154
281.0,152
282.0,147
283.0,145
284.0,141
285.0,140
286.0,138
287.0,133
288.0,126
289.0,121
290.0,116
291.0,114
292.0,110
293.0,106
294.0,104
295.0,101
296.0,90
297.0,84
298.0,71
299.0,69
300.0,59
301.0,55
302.0,187
303.0,182
304.0,179
305.0,173
306.0,167
307.0,158
308.0,147
309.0,140
310.0,131
311.0,125
312.0,118
313.0,117
314.0,111
315.0,104
316.0,98
317.0,91
318.0,88
319.0,85
320.0,81
321.0,75
322.0,72
323.0,69
324.0,61
325.0,58
326.0,55
327.0,190
328.0,187
329.0,180
330.0,177
331.0,170
332.0,164
333.0,155
334.0,150
335.0,146
336.0,140
337.0,132
338.0,131
339.0,126
340.0,121
341.0,118
342.0,116
343.0,114
344.0,110
345.0,105
346.0,103
347.0,98
348.0,95
349.0,90
350.0,80
351.0,73
352.0,69
353.0,65
354.0,60
355.0,56
356.0,191
357.0,184
358.0,172
359.0,167
360.0,162
361.0,156
362.0,151
363.0,149
364.0,144
365.0,141
0.0,200
1.0,194
2.0,190
3.0,187
4.0,182
5.0,177
6.0,172
7.0,170
8.0,166
9.0,158
10.0,154
11.0,150
12.0,145
13.0,142
14.0,137
15.0,131
16.0,123
17.0,119
18.0,111
19.0,104
20.0,94
21.0,86
22.0,85
23.0,81
24.0,75
25.0,66
26.0,64
27.0,59
28.0,55
29.0,194
30.0,190
31.0,183
32.0,178
33.0,175
34.0,170
35.0,164
36.0,158
37.0,152
38.0,146
39.0,141
40.0,135
41.0,131
42.0,123
43.0,118
44.0,115
45.0,108
46.0,106
47.0,102
48.0,97
49.0,90
50.0,87
51.0,84
52.0,82
53.0,75
54.0,68
55.0,66
56.0,63
57.0,57
58.0,50
59.0,186
60.0,183
61.0,181
62.0,178
63.0,174
64.0,168
65.0,163
66.0,158
67.0,155
68.0,152
69.0,149
70.0,142
71.0,137
72.0,134
73.0,128
74.0,122
75.0,114
76.0,109
77.0,107
78.0,104
79.0,100
80.0,97
81.0,93
82.0,87
83.0,82
84.0,81
85.0,77
86.0,70
87.0,64
88.0,61
89.0,59
90.0,51
91.0,47
92.0,178
93.0,175
94.0,172
95.0,167
96.0,164
97.0,159
98.0,153
99.0,148
100.0,144
101.0,139
102.0,136
103.0,131
104.0,126
105.0,120
106.0,114
107.0,108
108.0,106
109.0,100
110.0,94
111.0,91
112.0,86
113.0,79
114.0,74
115.0,68
116.0,63
117.0,55
118.0,48
119.0,42
120.0,175
121.0,168
122.0,162
123.0,161
124.0,156
125.0,153
126.0,142
127.0,135
128.0,133
129.0,130
130.0,125
131.0,120
132.0,116
133.0,109
134.0,105
135.0,99
136.0,98
137.0,91
138.0,84
139.0,78
140.0,71
141.0,69
142.0,65
143.0,55
144.0,50
145.0,186
146.0,178
147.0,175
148.0,172
149.0,163
150.0,158
151.0,151
152.0,145
153.0,142
154.0,138
155.0,130
156.0,124
157.0,119
158.0,116
159.0,113
160.0,107
161.0,102
162.0,97
163.0,94
164.0,88
165.0,80
166.0,74
167.0,67
168.0,62
169.0,57
170.0,191
171.0,185
172.0,181
173.0,176
174.0,172
175.0,165
176.0,159
177.0,157
178.0,154
179.0,152
180.0,149
181.0,145
182.0,143
183.0,141
184.0,139
185.0,132
186.0,130
187.0,124
188.0,119
189.0,113
190.0,110
191.0,105
192.0,95
193.0,87
194.0,82
195.0,79
196.0,79
197.0,73
198.0,66
199.0,62
200.0,58
201.0,52
202.0,50
203.0,187
204.0,182
205.0,179
206.0,177
207.0,172
208.0,166
209.0,166
210.0,162
211.0,158
212.0,150
213.0,144
214.0,138
215.0,135
216.0,127
217.0,124
218.0,120
219.0,114
220.0,113
221.0,106
222.0,101
223.0,95
224.0,85
225.0,77
226.0,73
227.0,71
228.0,64
229.0,60
230.0,197
231.0,192
232.0,187
233.0,184
234.0,178
235.0,173
236.0,171
237.0,170
238.0,162
239.0,154
240.0,146
241.0,143
242.0,140
243.0,136
244.0,132
245.0,123
246.0,119
247.0,115
248.0,112
249.0,108
250.0,100
251.0,94
252.0,85
253.0,79
254.0,78
255.0,71
256.0,64
257.0,56
258.0,52
259.0,47
260.0,180
261.0,177
262.0,175
263.0,169
264.0,165
265.0,160
266.0,154
267.0,147
268.0,145
269.0,135
270.0,128
271.0,123
272.0,117
273.0,114
274.0,110
275.0,103
276.0,97
277.0,95
278.0,89
279.0,83
280.0,76
281.0,73
282.0,67
283.0,58
284.0,54
285.0,52
286.0,188
287.0,184
288.0,179
289.0,175
290.0,170
291.0,169
292.0,168
293.0,163
294.0,158
295.0,155
296.0,147
297.0,145
298.0,139
299.0,132
300.0,124
301.0,118
302.0,111
303.0,105
304.0,101
305.0,95
306.0,89
307.0,86
308.0,81
309.0,76
310.0,72
311.0,66
312.0,60
313.0,50
314.0,181
315.0,174
316.0,169
317.0,165
318.0,161
319.0,154
320.0,146
321.0,144
322.0,139
323.0,131
324.0,124
325.0,120
326.0,114
327.0,111
328.0,106
329.0,103
330.0,97
331.0,93
332.0,88
333.0,82
334.0,79
335.0,74
336.0,71
337.0,65
338.0,62
339.0,56
340.0,50
341.0,186
342.0,181
343.0,176
344.0,168
345.0,164
346.0,156
347.0,150
348.0,146
349.0,142
350.0,138
351.0,133
352.0,126
353.0,120
354.0,115
355.0,109
356.0,102
357.0,98
358.0,94
359.0,87
360.0,83
361.0,78
362.0,74
363.0,71
364.0,67
365.0,59
0.0,200
1.0,195
2.0,188
3.0,181
4.0,176
5.0,171
6.0,168
7.0,165
8.0,163
9.0,160
10.0,154
11.0,147
12.0,144
13.0,138
14.0,134
15.0,130
16.0,123
17.0,121
18.0,112
19.0,104
20.0,99
21.0,92
22.0,86
23.0,84
24.0,79
25.0,71
26.0,67
27.0,60
28.0,56
29.0,192
30.0,189
31.0,184
32.0,179
33.0,174
34.0,168
35.0,164
36.0,160
37.0,157
38.0,151
39.0,145
40.0,132
41.0,126
42.0,121
43.0,114
44.0,110
45.0,108
46.0,105
47.0,100
48.0,97
49.0,90
50.0,85
51.0,79
52.0,75
53.0,73
54.0,64
55.0,59
56.0,53
57.0,188
58.0,186
59.0,182
60.0,180
61.0,173
62.0,169
63.0,168
64.0,161
65.0,158
66.0,148
67.0,144
68.0,140
69.0,135
70.0,130
71.0,124
72.0,116
73.0,111
74.0,104
75.0,96
76.0,94
77.0,88
78.0,82
79.0,78
80.0,76
81.0,72
82.0,62
83.0,61
84.0,59
85.0,53
86.0,46
87.0,182
88.0,177
89.0,174
90.0,167
91.0,162
92.0,159
93.0,158
94.0,153
95.0,149
96.0,148
97.0,144
98.0,141
99.0,132
100.0,130
101.0,122
102.0,115
103.0,106
104.0,100
105.0,99
106.0,90
107.0,87
108.0,82
109.0,80
110.0,74
111.0,64
112.0,63
113.0,51
114.0,45
115.0,179
116.0,173
117.0,163
118.0,158
119.0,156
120.0,151
121.0,149
122.0,145
123.0,139
124.0,137
125.0,131
126.0,125
127.0,124
128.0,117
129.0,112
130.0,109
131.0,107
132.0,100
133.0,90
134.0,86
135.0,82
136.0,80
137.0,78
138.0,73
139.0,68
140.0,58
141.0,52
142.0,189
143.0,184
144.0,172
145.0,167
146.0,155
147.0,153
148.0,147
149.0,141
150.0,134
151.0,128
152.0,125
153.0,122
154.0,119
155.0,115
156.0,111
157.0,107
158.0,101
159.0,96
160.0,93
161.0,86
162.0,82
163.0,78
164.0,76
165.0,74
166.0,67
167.0,59
168.0,54
169.0,52
170.0,188
171.0,181
172.0,177
173.0,174
174.0,168
175.0,159
176.0,152
177.0,147
178.0,141
179.0,135
180.0,128
181.0,123
182.0,116
183.0,113
184.0,105
185.0,98
186.0,93
187.0,88
188.0,84
189.0,81
190.0,76
191.0,72
192.0,69
193.0,62
194.0,61
195.0,58
196.0,192
197.0,188
198.0,182
199.0,176
200.0,171
201.0,166
202.0,157
203.0,154
204.0,149
205.0,139
206.0,136
207.0,130
208.0,127
209.0,123
210.0,117
211.0,110
212.0,104
213.0,99
214.0,90
215.0,86
216.0,81
217.0,76
218.0,70
219.0,62
220.0,55
221.0,49
222.0,47
223.0,183
224.0,180
225.0,176
226.0,175
227.0,169
228.0,166
229.0,159
230.0,155
231.0,147
232.0,145
233.0,143
234.0,136
235.0,128
236.0,121
237.0,119
238.0,115
239.0,111
240.0,111
241.0,107
242.0,101
243.0,96
244.0,91
245.0,84
246.0,80
247.0,76
248.0,72
249.0,63
250.0,60
251.0,54
252.0,187
253.0,186
254.0,178
255.0,174
256.0,169
257.0,164
258.0,160
259.0,153
260.0,146
261.0,141
262.0,133
263.0,130
264.0,122
265.0,120
266.0,110
267.0,106
268.0,102
269.0,96
270.0,90
271.0,86
272.0,80
273.0,73
274.0,69
275.0,67
276.0,62
277.0,54
278.0,51
279.0,186
280.0,181
281.0,171
282.0,164
283.0,159
284.0,158
285.0,149
286.0,146
287.0,138
288.0,132
289.0,128
290.0,125
291.0,120
292.0,115
293.0,112
294.0,105
295.0,101
296.0,93
297.0,92
298.0,86
299.0,81
300.0,77
301.0,75
302.0,67
303.0,61
304.0,57
305.0,196
306.0,191
307.0,185
308.0,181
309.0,177
310.0,170
311.0,166
312.0,161
313.0,156
314.0,152
315.0,150
316.0,145
317.0,141
318.0,139
319.0,133
320.0,129
321.0,122
322.0,118
323.0,110
324.0,104
325.0,100
326.0,94
327.0,90
328.0,88
329.0,86
330.0,80
331.0,69
332.0,67
333.0,62
334.0,55
335.0,194
336.0,190
337.0,183
338.0,177
339.0,174
340.0,168
341.0,165
342.0,158
343.0,151
344.0,146
345.0,141
346.0,135
347.0,130
348.0,125
349.0,119
350.0,115
351.0,111
352.0,102
353.0,93
354.0,90
355.0,86
356.0,78
357.0,72
358.0,65
359.0,58
360.0,52
361.0,185
362.0,182
363.0,179
364.0,172
365.0,169
0.0,200
1.0,197
2.0,192
3.0,189
4.0,181
5.0,178
6.0,173
7.0,168
8.0,163
9.0,158
10.0,154
11.0,149
12.0,145
13.0,139
14.0,133
15.0,123
16.0,122
17.0,117
18.0,113
19.0,110
20.0,100
21.0,94
22.0,85
23.0,76
24.0,75
25.0,71
26.0,67
27.0,63
28.0,60
29.0,54
30.0,187
31.0,177
32.0,172
33.0,168
34.0,162
35.0,160
36.0,152
37.0,145
38.0,140
39.0,133
40.0,126
41.0,121
42.0,117
43.0,112
44.0,104
45.0,95
46.0,88
47.0,83
48.0,79
49.0,76
50.0,71
51.0,67
52.0,60
53.0,54
54.0,48
55.0,181
56.0,176
57.0,166
58.0,160
59.0,153
60.0,149
61.0,141
62.0,133
63.0,125
64.0,115
65.0,112
66.0,107
67.0,102
68.0,95
69.0,92
70.0,89
71.0,86
72.0,83
73.0,81
74.0,75
75.0,74
76.0,72
77.0,66
78.0,61
79.0,56
80.0,192
81.0,189
82.0,184
83.0,179
84.0,175
85.0,169
86.0,167
87.0,163
88.0,161
89.0,160
90.0,156
91.0,149
92.0,142
93.0,137
94.0,132
95.0,127
96.0,125
97.0,117
98.0,112
99.0,107
100.0,99
101.0,96
102.0,91
103.0,86
104.0,83
105.0,75
106.0,71
107.0,67
108.0,64
109.0,60
110.0,52
111.0,189
112.0,181
113.0,176
114.0,167
115.0,163
116.0,158
117.0,157
118.0,154
119.0,148
120.0,138
121.0,128
122.0,125
123.0,123
124.0,119
125.0,114
126.0,110
127.0,108
128.0,102
129.0,98
130.0,96
131.0,91
132.0,87
133.0,85
134.0,79
135.0,73
136.0,67
137.0,60
138.0,54
139.0,52
140.0,186
141.0,183
142.0,175
143.0,168
144.0,166
145.0,163
146.0,157
147.0,154
148.0,148
149.0,144
150.0,138
151.0,132
152.0,121
153.0,118
154.0,115
155.0,111
156.0,108
157.0,102
158.0,100
159.0,96
160.0,92
161.0,88
162.0,83
163.0,80
164.0,76
165.0,71
166.0,68
167.0,64
168.0,60
169.0,57
170.0,52
171.0,187
172.0,185
173.0,180
174.0,173
175.0,165
176.0,156
177.0,149
178.0,143
179.0,136
180.0,131
181.0,123
182.0,116
183.0,113
184.0,112
185.0,107
186.0,100
187.0,96
188.0,91
189.0,86
190.0,82
191.0,74
192.0,67
193.0,62
194.0,59
195.0,191
196.0,185
197.0,183
198.0,179
199.0,171
200.0,166
201.0,160
202.0,158
203.0,147
204.0,142
205.0,140
206.0,134
207.0,131
208.0,123
209.0,116
210.0,112
211.0,106
212.0,100
213.0,98
214.0,92
215.0,86
216.0,81
217.0,74
218.0,68
219.0,67
220.0,60
221.0,53
222.0,51
223.0,186
224.0,180
225.0,173
226.0,167
227.0,165
228.0,160
229.0,154
230.0,149
231.0,147
232.0,141
233.0,138
234.0,135
235.0,131
236.0,127
237.0,117
238.0,110
239.0,104
240.0,99
241.0,93
242.0,87
243.0,78
244.0,73
245.0,72
246.0,66
247.0,63
248.0,56
249.0,47
250.0,43
251.0,181
252.0,178
253.0,173
254.0,167
255.0,161
256.0,156
257.0,151
258.0,147
259.0,139
260.0,136
261.0,126
262.0,121
263.0,113
264.0,109
265.0,105
266.0,101
267.0,96
268.0,93
269.0,89
270.0,85
